,LGA,State,Age_Group,ASFR,population
917,Egbedore,Osun,20_24,0.177639856,5523.240295
918,Egor,Edo,20_24,0.193476942,13387.25586
919,Ehime-Mb,Imo,20_24,0.190968915,12166.19312
920,Ejigbo,Osun,20_24,0.204162901,7004.557739
921,Ekeremor,Bayelsa,20_24,0.199844112,15789.36328
922,Eket,Akwa Ibom,20_24,0.187783458,9557.915039
923,Ekiti,Kwara,20_24,0.216320985,3801.400772
924,EkitiEas,Ekiti,20_24,0.208945574,7404.02478
925,EkitiSouth-West,Ekiti,20_24,0.193942769,6549.083618
926,EkitiWest,Ekiti,20_24,0.199823218,9391.483154
927,Ekwusigo,Anambra,20_24,0.19554487,6586.73291
928,Eleme,Rivers,20_24,0.16588607,20302.65527
929,Emuoha,Rivers,20_24,0.173104833,17773.85547
930,Emure/Ise/Orun,Ekiti,20_24,0.23464777,7548.108032
931,Enugu East,Enugu,20_24,0.162923304,26488.92883
932,Enugu North,Enugu,20_24,0.175875564,34125.41016
933,Epe,Lagos,20_24,0.175853653,18907.38506
934,EsanCent,Edo,20_24,0.219764248,7497.088745
935,EsanNort,Edo,20_24,0.227536429,5095.084839
936,EsanSout,Edo,20_24,0.220183263,11713.94797
937,EsanWest,Edo,20_24,0.196570342,10777.5686
938,Ese-Odo,Ondo,20_24,0.208530397,8892.008118
939,Esit Eket,Akwa Ibom,20_24,0.190861603,6713.720947
940,Essien-U,Akwa Ibom,20_24,0.166036405,11045.11401
941,Etche,Rivers,20_24,0.19420609,19556.79956
942,Ethiope West,Delta,20_24,0.172188614,9297.557617
943,EthiopeE,Delta,20_24,0.191141077,12447.80347
944,Eti-Osa,Lagos,20_24,0.156171072,18295.49268
945,EtimEkpo,Akwa Ibom,20_24,0.16785735,6145.560547
946,Etinan,Akwa Ibom,20_24,0.189802818,3237.123779
947,Etsako Central,Edo,20_24,0.210482611,4487.502838
948,EtsakoEa,Edo,20_24,0.223853868,10131.29807
949,EtsakoWe,Edo,20_24,0.200525133,14047.73972
950,Etung,Cross River,20_24,0.210047823,4631.953056
951,Ewekoro,Ogun,20_24,0.181476942,2474.18663
952,Ezeagu,Enugu,20_24,0.207402701,9805.582092
953,Ezinihit,Imo,20_24,0.191121376,6991.234863
954,Ezza North,Ebonyi,20_24,0.212463213,9290.49646
955,Ezza South,Ebonyi,20_24,0.199422765,4096.313965
956,Fakai,Kebbi,20_24,0.257888316,7685.022827
957,Faskari,Katsina,20_24,0.284947165,13843.0369
958,Fika,Yobe,20_24,0.29411185,9583.777252
959,Fufore,Adamawa,20_24,0.265061413,11084.12255
960,Funakaye,Gombe,20_24,0.300064907,13550.23941
961,Fune,Yobe,20_24,0.284469537,20191.74876
962,Funtua,Katsina,20_24,0.273318434,13527.46582
963,Gabasawa,Kano,20_24,0.295498447,14713.82355
964,Gada,Sokoto,20_24,0.30906609,16256.2269
965,Gagarawa,Jigawa,20_24,0.316411525,5198.684235
966,Gamawa,Bauchi,20_24,0.282795185,17451.23042
967,Gamjuwa,Bauchi,20_24,0.283915553,19118.8746
968,Ganye,Adamawa,20_24,0.235664871,10735.49766
969,Garki,Jigawa,20_24,0.297535183,10050.22379
970,Garko,Kano,20_24,0.281225053,4999.184204
971,Garum Mallam,Kano,20_24,0.296881492,6815.089478
972,Gashaka,Taraba,20_24,0.240432473,5945.786282
973,Gassol,Taraba,20_24,0.247833528,15651.0641
974,Gaya,Kano,20_24,0.308332531,18932.53613
975,Gbako,Niger,20_24,0.23984612,8025.415146
976,Gboko,Benue,20_24,0.21786447,24178.21989
977,Gboyin,Ekiti,20_24,0.224952266,3891.633911
978,Geidam,Yobe,20_24,0.311084908,10253.96035
979,Gezawa,Kano,20_24,0.273413826,15349.64148
980,Giade,Bauchi,20_24,0.267476388,7879.909485
981,Girie,Adamawa,20_24,0.266831059,8021.753662
982,Giwa,Kaduna,20_24,0.277924568,22943.13263
983,Gokana,Rivers,20_24,0.178698095,10961.35059
984,Gombi,Adamawa,20_24,0.275191624,9392.822601
985,Goronyo,Sokoto,20_24,0.307397045,13746.1412
986,Gubio,Borno,20_24,0.302561178,11260.4108
987,Gudu,Sokoto,20_24,0.301090573,5679.556847
988,Gujba,Yobe,20_24,0.291135611,8022.329849
989,Gulani,Yobe,20_24,0.284614238,8973.045097
990,Guma,Benue,20_24,0.242267006,12498.8499
991,Gumel,Jigawa,20_24,0.309215983,6038.632385
992,Gummi,Zamfara,20_24,0.280535516,16333.20177
993,Gurara,Niger,20_24,0.235120362,9182.883392
994,Guri,Jigawa,20_24,0.285388905,6904.143494
995,Gusau,Zamfara,20_24,0.280765823,23151.23407
996,Guyuk,Adamawa,20_24,0.282388859,12345.24518
997,Guzamala,Borno,20_24,0.316664734,5538.101318
998,Gwadabaw,Sokoto,20_24,0.302552807,17294.88364
999,Gwagwala,Federal Capital Territory,20_24,0.20810415,33357.66418
1000,Gwandu,Kebbi,20_24,0.293595556,9248.306274
1001,Gwaram,Jigawa,20_24,0.298072596,18596.14084
1002,Gwarzo,Kano,20_24,0.303692727,11549.47852
1003,Gwer East,Benue,20_24,0.222580173,10460.47205
1004,GwerWest,Benue,20_24,0.232422679,8025.083389
1005,Gwiwa,Jigawa,20_24,0.302877845,7934.339355
1006,Gwoza,Borno,20_24,0.293288052,19153.03971
1007,Hadejia,Jigawa,20_24,0.278954727,8780.003906
1008,Hawul,Borno,20_24,0.279001094,8351.73172
1009,Hong,Adamawa,20_24,0.292919679,10543.29789
1010,IbadanNorth-West,Oyo,20_24,0.21488958,22995.68164
1011,IbadanSouth-West,Oyo,20_24,0.200676191,46350.01563
1012,Ibaji,Kogi,20_24,0.233544629,10768.90407
1013,Ibarapa Central,Oyo,20_24,0.199557215,6048.067993
1014,Ibarapa East,Oyo,20_24,0.199995452,8786.856995
1015,Ibarapa North,Oyo,20_24,0.206239251,7059.799622
1016,Ibeju/Lekki,Lagos,20_24,0.185340173,7849.71405
1017,Ibesikpo Asutan,Akwa Ibom,20_24,0.150229191,8330.933594
1018,Ibi,Taraba,20_24,0.245247099,6365.880032
1019,Ibiono Ibom,Akwa Ibom,20_24,0.187570325,9823.925537
1020,Idanre,Ondo,20_24,0.22317642,10438.07481
1021,Ideato South,Imo,20_24,0.192371782,10329.89941
1022,IdeatoNo,Imo,20_24,0.178298178,10039.75928
1023,Idemili North,Anambra,20_24,0.194603562,33826.22559
1024,Ido,Oyo,20_24,0.2020336,6551.548065
1025,Ido/Osi,Ekiti,20_24,0.211167959,15339.20483
1026,Ifako/Ijaye,Lagos,20_24,0.154826625,71202.52344
1027,Ife East,Osun,20_24,0.181775656,10350.15039
1028,Ife North,Osun,20_24,0.179559971,17337.48676
1029,Ife South,Osun,20_24,0.20297909,14157.61475
1030,Ifedayo,Osun,20_24,0.210099153,1945.87085
1031,Ifedore,Ondo,20_24,0.213431882,15866.17261
1032,Ifelodun,Kwara,20_24,0.214775671,26866.3748
1033,Ifelodun,Osun,20_24,0.214775671,26866.3748
1034,Ifo,Ogun,20_24,0.163955043,41475.62817
1035,Igabi,Kaduna,20_24,0.243952569,31608.37981
1036,Igalamela-Odolu,Kogi,20_24,0.253025047,13906.71818
1037,Igbo-Eti,Enugu,20_24,0.159144388,8926.805176
1038,Igbo-eze North,Enugu,20_24,0.168835224,16089.14478
1039,Igbo-eze South,Enugu,20_24,0.166600944,9973.668457
1040,Igueben,Edo,20_24,0.204467232,4656.118408
1041,Ihiala,Anambra,20_24,0.206205633,22465.86084
1042,Ihitte/U,Imo,20_24,0.177638475,12593.8479
1043,Ijebu North-East,Ogun,20_24,0.201737161,11623.59192
1044,IjebuEast,Ogun,20_24,0.190795863,9475.149956
1045,IjebuNorth,Ogun,20_24,0.207073527,22790.49152
1046,Ijero,Ekiti,20_24,0.209052044,10642.18091
1047,Ijumu,Kogi,20_24,0.21628675,7918.408127
1048,Ika,Akwa Ibom,20_24,0.162482581,3056.65332
1049,IkaNorth,Delta,20_24,0.192341735,9036.11145
1050,Ikara,Kaduna,20_24,0.290726379,14665.93866
1051,IkaSouth,Delta,20_24,0.195758809,14256.45819
1052,Ikeduru,Imo,20_24,0.212116879,18147.06592
1053,Ikeja,Lagos,20_24,0.144039219,97168.625
1054,Ikenne,Ogun,20_24,0.166203332,7516.802246
1055,Ikere,Ekiti,20_24,0.197796233,17467.98682
1056,Ikole,Ekiti,20_24,0.213759133,11227.16345
1057,Ikom,Cross River,20_24,0.20959618,12230.03705
1058,Ikono,Akwa Ibom,20_24,0.187917615,11174.27026
1059,Ikorodu,Lagos,20_24,0.164060004,34467.31152
1060,Ikot-Aba,Akwa Ibom,20_24,0.199209921,10108.11011
1061,Ikot-Ekp,Akwa Ibom,20_24,0.180970812,8550.398438
1062,Ikpoba-Okha,Edo,20_24,0.185937419,54331.52203
1063,Ikwerre,Rivers,20_24,0.192527344,13319.86212
1064,Ikwo,Ebonyi,20_24,0.211816325,12253.97253
1065,Ikwuano,Abia,20_24,0.162491893,9891.953613
1066,Ila,Osun,20_24,0.204487079,5815.446594
1067,IlajeEseodo,Ondo,20_24,0.202270136,15520.1691
1068,Ilejemeje,Ekiti,20_24,0.217944379,1984.492432
1069,IleOluji/Okeigbo,Ondo,20_24,0.208351921,4696.589722
1070,Ilesha East,Osun,20_24,0.191155578,6497.308105
1071,Ilesha West,Osun,20_24,0.176850272,7098.526367
1072,Illela,Sokoto,20_24,0.311809134,8843.648514
1073,Ilorin East,Kwara,20_24,0.210943393,23151.63812
1074,Ilorin South,Kwara,20_24,0.219304743,2842.868652
1075,IlorinWe,Kwara,20_24,0.205925552,25435.98828
1076,Imeko-Afon,Ogun,20_24,0.211892715,5046.617546
1077,Ingawa,Katsina,20_24,0.301503957,10372.23779
1078,Ini,Akwa Ibom,20_24,0.213893719,7198.255066
1079,Ipokia,Ogun,20_24,0.203571903,9332.842651
1080,Irele,Ondo,20_24,0.208519962,9408.87854
1081,Irepo,Oyo,20_24,0.233489859,6004.918976
1082,Irepodun,Kwara,20_24,0.205298705,17708.41046
1083,Irepodun,Osun,20_24,0.205298705,17708.41046
1084,Irepodun/Ifelodun,Ekiti,20_24,0.198126653,12220.16455
1085,Irewole,Osun,20_24,0.213712531,12057.52393
1086,Isa,Sokoto,20_24,0.299186715,10849.84354
1087,Ise/Orun,Ekiti,20_24,0.227885221,5465.241821
1088,Iseyin,Oyo,20_24,0.183556409,17381.14758
1089,Ishielu,Ebonyi,20_24,0.210697951,9398.542236
1090,Isi-Uzo,Enugu,20_24,0.179833439,10612.21277
1091,Isiala Ngwa North,Abia,20_24,0.173097397,10984.24927
1092,Isiala Ngwa South,Abia,20_24,0.185593112,8241.016846
1093,IsialaMb,Imo,20_24,0.203820031,12350.34033
1094,Isin,Kwara,20_24,0.21778125,3135.026001
1095,Isokan,Osun,20_24,0.218069647,4802.970703
1096,IsokoNor,Delta,20_24,0.218045976,7401.461426
1097,IsokoSou,Delta,20_24,0.222202385,18074.72473
1098,Isuikwua,Abia,20_24,0.197277154,8299.032593
1099,Itas/Gad,Bauchi,20_24,0.291711815,14442.73636
1100,Itesiwaju,Oyo,20_24,0.212089908,7604.221588
1101,Itu,Akwa Ibom,20_24,0.178032077,7392.817017
1102,Ivo,Ebonyi,20_24,0.213490159,8402.870728
1103,Iwajowa,Oyo,20_24,0.220351121,7094.63702
1104,Iwo,Osun,20_24,0.21693052,9185.046509
1105,Izzi,Ebonyi,20_24,0.231595682,12081.92633
1106,Jaba,Kaduna,20_24,0.25706213,9389.730164
1107,Jada,Adamawa,20_24,0.26025014,9219.757965
1108,Jahun,Jigawa,20_24,0.288719177,15660.49695
1109,Jakusko,Yobe,20_24,0.29057569,17569.24413
1110,Jalingo,Taraba,20_24,0.235600703,8443.565521
1111,Jama'are,Bauchi,20_24,0.292797352,5575.042114
1112,Jega,Kebbi,20_24,0.304425173,10652.06078
1113,Jema'a,Kaduna,20_24,0.245654655,17845.19217
1114,Jere,Borno,20_24,0.276477973,20537.18692
1115,Jibia,Katsina,20_24,0.300123585,11127.31131
1116,Jos East,Plateau,20_24,0.23535577,7471.438721
1117,Jos North,Plateau,20_24,0.210071813,32732.13965
1118,Jos South,Plateau,20_24,0.223227269,17688.19922
1119,Kabba/Bu,Kogi,20_24,0.216536841,9040.450726
1120,Kabo,Kano,20_24,0.310638495,10800.27979
1121,Kachia,Kaduna,20_24,0.25952332,17322.62234
1122,Kaduna North,Kaduna,20_24,0.209801037,36745.09277
1123,KafinHau,Jigawa,20_24,0.29696798,13773.10156
1124,Kafur,Katsina,20_24,0.306209324,12368.91943
1125,Kaga,Borno,20_24,0.297584615,6800.680187
1126,Kagarko,Kaduna,20_24,0.247955679,14683.30942
1127,Kaiama,Kwara,20_24,0.239795842,8313.312731
1128,Kaita,Katsina,20_24,0.302316063,9716.376038
1129,Kajola,Oyo,20_24,0.206865517,12182.43237
1130,Kajuru,Kaduna,20_24,0.24965702,6430.426819
1131,Kala/Balge,Borno,20_24,0.308928786,3982.831146
1132,Kalgo,Kebbi,20_24,0.288570343,5602.505524
1133,Kaltungo,Gombe,20_24,0.259720891,9492.460144
1134,Kanam,Plateau,20_24,0.262928559,10573.46085
1135,Kankara,Katsina,20_24,0.287893019,14079.87463
1136,Kanke,Plateau,20_24,0.254330796,8537.755615
1137,Kankiya,Katsina,20_24,0.30200912,11894.55634
1138,Kano,Kano,20_24,0.236148684,35833.50391
1139,Karasuwa,Yobe,20_24,0.291274166,5275.88916
1140,Karaye,Kano,20_24,0.31309487,10711.14099
1141,Karim-La,Taraba,20_24,0.249311478,12348.97476
1142,Karu,Nassarawa,20_24,0.214771386,13763.24432
1143,Katagum,Bauchi,20_24,0.287038756,24488.71642
1144,Katcha,Niger,20_24,0.239970531,8660.429672
1145,Katsina (Benue),Benue,20_24,0.229252108,15162.50902
1146,Katsina (K),Katsina,20_24,0.294979506,11796.01367
1147,Kaugama,Jigawa,20_24,0.30911348,8436.718903
1148,Kaura,Kaduna,20_24,0.24111374,9978.131653
1149,Kaura-Na,Zamfara,20_24,0.303098476,16782.24371
1150,Kauru,Kaduna,20_24,0.25678336,13785.57148
1151,Kazaure,Jigawa,20_24,0.311018713,10728.67615
1152,Keana,Nassarawa,20_24,0.220971967,4900.609909
1153,Kebbe,Sokoto,20_24,0.279860067,7255.940392
1154,Keffi,Nassarawa,20_24,0.226762253,7433.493774
1155,Khana,Rivers,20_24,0.187317435,23240.20654
1156,Kibiya,Kano,20_24,0.282374187,11494.38391
1157,Kirfi,Bauchi,20_24,0.280979485,9310.236092
1158,KiriKasa,Jigawa,20_24,0.277952529,11899.32141
1159,Kiru,Kano,20_24,0.306940032,14654.41058
1160,Kiyawa,Jigawa,20_24,0.283587701,10640.14417
1161,Koko/Bes,Kebbi,20_24,0.269976472,10688.96063
1162,Kokona,Nassarawa,20_24,0.234506538,6539.30188
1163,Kolokuma/Opokuma,Bayelsa,20_24,0.213424014,5173.569824
1164,Konduga,Borno,20_24,0.276146476,24556.40501
1165,Konshish,Benue,20_24,0.22309041,14486.43329
1166,Kontogur,Niger,20_24,0.245011764,11352.41697
1167,Kosofe,Lagos,20_24,0.14910071,86629.07813
1168,Kotonkar,Kogi,20_24,0.232205255,7784.24041
1169,Kubau,Kaduna,20_24,0.268657341,19769.93974
1170,Kudan,Kaduna,20_24,0.317142451,9428.992432
1171,Kuje,Federal Capital Territory,20_24,0.225409245,15931.35898
1172,Kukawa,Borno,20_24,0.318159658,7122.864899
1173,Kumbotso,Kano,20_24,0.236582109,25968.56445
1174,Kunchi,Kano,20_24,0.290012549,8707.682465
1175,Kura,Kano,20_24,0.270017943,6019.488281
1176,Kurfi,Katsina,20_24,0.296793431,6894.947571
1177,Kurmi,Taraba,20_24,0.229652511,5944.012325
1178,Kusada,Katsina,20_24,0.296501397,5736.606934
1179,Kwali,Federal Capital Territory,20_24,0.243966378,14723.07021
1180,Kwami,Gombe,20_24,0.296441327,20065.79272
1181,Kwande,Benue,20_24,0.216846088,15186.38467
1182,Kware,Sokoto,20_24,0.289341651,28863.3974
1183,Kwaya Kusar,Borno,20_24,0.268988823,3953.915955
1184,Lafia,Nassarawa,20_24,0.230853691,23291.44927
1185,Lagelu,Oyo,20_24,0.222512186,22403.16223
1186,LagosIsland,Lagos,20_24,0.159464862,14917.57983
1187,Lake Chad,Borno,20_24,0.321831257,11524.36077
1188,Lamurde,Adamawa,20_24,0.266401927,8048.093201
1189,Langtang North,Plateau,20_24,0.255623368,9620.110626
1190,Langtang South,Plateau,20_24,0.244912806,6398.234192
1191,Lapai,Niger,20_24,0.241608252,8987.266251
1192,Lau,Taraba,20_24,0.243776936,7062.115768
1193,Lavun,Niger,20_24,0.237680484,22308.82123
1194,Lere,Kaduna,20_24,0.269086057,20106.48401
1195,Logo,Benue,20_24,0.240126902,10838.34264
1196,Lokoja,Kogi,20_24,0.222486616,14241.91385
1197,Machina,Yobe,20_24,0.301969746,3986.954395
1198,Madagali,Adamawa,20_24,0.284700255,5954.980896
1199,Madobi,Kano,20_24,0.263200264,10804.76978
1200,Mafa,Borno,20_24,0.304217974,7805.002892
1201,Magama,Niger,20_24,0.258919805,13503.58569
1202,Magumeri,Borno,20_24,0.299926687,9851.879578
1203,Mai'Adua,Katsina,20_24,0.305486756,10981.93933
1204,Maidugur,Borno,20_24,0.269713108,20881.0957
1205,Maigatari,Jigawa,20_24,0.304135977,10711.18414
1206,Maiha,Adamawa,20_24,0.286714117,7405.036133
1207,Mainland,Lagos,20_24,0.140028998,104907
1208,Maiyama,Kebbi,20_24,0.294106084,11044.42429
1209,Makarfi,Kaduna,20_24,0.308552627,11479.89673
1210,Makoda,Kano,20_24,0.303224489,14067.30444
1211,Makurdi,Benue,20_24,0.234478614,22608.45248
1212,MalamMad,Jigawa,20_24,0.28705667,6076.093811
1213,Malumfashi,Katsina,20_24,0.292106709,13043.1142
1214,Mangu,Plateau,20_24,0.220867998,18392.42281
1215,Mani,Katsina,20_24,0.291469382,16188.29065
1216,Maradun,Zamfara,20_24,0.307485338,15693.32045
1217,Mariga,Niger,20_24,0.262673585,13895.89961
1218,Marte,Borno,20_24,0.311432781,8155.211113
1219,Maru,Zamfara,20_24,0.280807732,19336.71118
1220,Mashegu,Niger,20_24,0.251096035,15477.01013
1221,Mashi,Katsina,20_24,0.29566534,9396.720001
1222,Matazu,Katsina,20_24,0.291626625,7785.394226
1223,Mayo-Bel,Adamawa,20_24,0.255481999,10116.10115
1224,Mbaitoli,Imo,20_24,0.218026168,7150.44043
1225,Mbo,Akwa Ibom,20_24,0.191584817,8913.776611
1226,Michika,Adamawa,20_24,0.282961367,9759.969971
1227,Miga,Jigawa,20_24,0.295503297,6973.297058
1228,Mikang,Plateau,20_24,0.244201452,3819.511139
1229,Minjibir,Kano,20_24,0.280804155,12969.22095
1230,Misau,Bauchi,20_24,0.269171006,14247.65378
1231,Mkpat Enin,Akwa Ibom,20_24,0.188109262,10965.42773
1232,Moba,Ekiti,20_24,0.211417519,1813.585327
1233,Mobbar,Borno,20_24,0.321227477,8222.280251
1234,Mokwa,Niger,20_24,0.240476985,17309.09393
1235,Monguno,Borno,20_24,0.312281499,5464.453697
1236,Mopa-Muro,Kogi,20_24,0.22627653,2553.175018
1237,Moro,Kwara,20_24,0.226020591,7897.560974
1238,Mubi North,Adamawa,20_24,0.310605611,10735.802
1239,Mubi South,Adamawa,20_24,0.3123809,5458.412842
1240,Musawa,Katsina,20_24,0.288254071,10963.63782
1241,Muya,Niger,20_24,0.255965108,5937.134888
1242,Nafada,Gombe,20_24,0.306296459,7753.057976
1243,Nangere,Yobe,20_24,0.287588412,8373.203003
1244,Nasarawa,Nassarawa,20_24,0.232283394,12974.70381
1245,Nassarawa Egon,Nassarawa,20_24,0.20775569,9539.529358
1246,Ndokwa East,Delta,20_24,0.213865023,10727.64267
1247,Ndokwa West,Delta,20_24,0.205380044,8330.298737
1248,Nembe,Bayelsa,20_24,0.193541694,8753.546295
1249,Ngala,Borno,20_24,0.310767863,12932.42209
1250,Nganzai,Borno,20_24,0.308132799,6979.300064
1251,Ngaski,Kebbi,20_24,0.26877485,9108.953847
1252,Ngor-Okp,Imo,20_24,0.216055087,14941.60876
1253,Nguru,Yobe,20_24,0.291301554,10596.41125
1254,Ningi,Bauchi,20_24,0.28367481,24444.98927
1255,Njaba,Imo,20_24,0.212688871,15063.66992
1256,Njikoka,Anambra,20_24,0.197235749,9813.146484
1257,Nkanu East,Enugu,20_24,0.2031162,12732.98242
1258,Nkanu West,Enugu,20_24,0.208364179,17483.58813
1259,NnewiNort,Anambra,20_24,0.194633438,13297.74316
1260,NnewiSou,Anambra,20_24,0.192961005,15713.02246
1261,Nsit Atai,Akwa Ibom,20_24,0.168791805,5579.2771
1262,Nsit Ibom,Akwa Ibom,20_24,0.158549854,10641.29688
1263,Nsit Ubium,Akwa Ibom,20_24,0.182578023,13988.77051
1264,Nsukka,Enugu,20_24,0.156314304,22896.46301
1265,Numan,Adamawa,20_24,0.248687277,5463.647003
1266,Nwangele,Imo,20_24,0.208409355,11830.57324
1267,Obafemi-Owode,Ogun,20_24,0.18500269,19962.97476
1268,Obanliku,Cross River,20_24,0.204010883,8441.222183
1269,Obi,Benue,20_24,0.217129378,15552.02783
1270,Obi,Nassarawa,20_24,0.217129378,15552.02783
1271,Obio/Akp,Rivers,20_24,0.168459058,32110.41504
1272,Obokun,Osun,20_24,0.1913217,12327.62164
1273,Oboma Ngwa,Abia,20_24,0.161751308,4101.076782
1274,Obot Akara,Akwa Ibom,20_24,0.167501234,13023.8252
1275,Obowo,Imo,20_24,0.167258554,8729.970703
1276,Obubra,Cross River,20_24,0.214191614,11608.71965
1277,Obudu,Cross River,20_24,0.206402745,3738.152954
1278,Odeda,Ogun,20_24,0.195702693,5387.528442
1279,Odigbo,Ondo,20_24,0.199148527,15078.62253
1280,Odo0tin,Osun,20_24,0.205979555,6620.447021
1281,Odogbolu,Ogun,20_24,0.172750379,9569.426758
1282,Odukpani,Cross River,20_24,0.186885442,13518.93317
1283,Offa,Kwara,20_24,0.221119336,6764.420166
1284,Ofu,Kogi,20_24,0.238509724,12534.8739
1285,Ogba/Egbe,Rivers,20_24,0.209708932,19644.52246
1286,Ogbadibo,Benue,20_24,0.190063919,6620.855469
1287,Ogbaru,Anambra,20_24,0.201732516,10860.13684
1288,Ogbia,Bayelsa,20_24,0.188947005,15306.0946
1289,Ogbomosho North,Oyo,20_24,0.196420333,9307.650879
1290,Ogbomosho South,Oyo,20_24,0.19539605,10882.90137
1291,Ogo-Oluw,Oyo,20_24,0.205674604,4837.650543
1292,Ogoja,Cross River,20_24,0.208513288,15167.3421
1293,Ogori/Magongo,Kogi,20_24,0.237394763,1860.058228
1294,Ogu/Bolo,Rivers,20_24,0.175572016,8859.736328
1295,OgunWaterside,Ogun,20_24,0.188829794,5463.603012
1296,Oguta,Imo,20_24,0.215695695,15243.46381
1297,Ohafia Abia,Abia,20_24,0.219266108,13922.84412
1298,Ohaji/Eg,Imo,20_24,0.219393728,12811.02631
1299,Ohaozara,Ebonyi,20_24,0.198025769,10258.36377
1300,Ohaukwu,Ebonyi,20_24,0.227710118,10667.14026
1301,Ohimini,Benue,20_24,0.222885165,3395.570923
1302,Oji-River,Enugu,20_24,0.225971174,7549.939575
1303,Ojo,Lagos,20_24,0.155952317,54161.40137
1304,Oju,Benue,20_24,0.215184034,9892.667206
1305,Oke-Ero,Kwara,20_24,0.211898027,7648.509354
1306,Okehi,Kogi,20_24,0.23653646,15735.20622
1307,Okene,Kogi,20_24,0.243099945,17754.97095
1308,Okigwe,Imo,20_24,0.194380651,13163.88037
1309,Okitipupa,Ondo,20_24,0.188676551,15292.84723
1310,Okobo,Akwa Ibom,20_24,0.172710647,13262.87354
1311,Okpe,Delta,20_24,0.163296907,15854.28125
1312,Okpokwu,Benue,20_24,0.214254979,10238.29315
1313,Okrika,Rivers,20_24,0.174195791,6739.734375
1314,Ola-Oluwa,Osun,20_24,0.212305296,7194.015564
1315,Olamabor,Kogi,20_24,0.21558247,14103.1362
1316,Olorunda,Osun,20_24,0.171091588,14687.15918
1317,Olorunsogo,Oyo,20_24,0.231851174,4967.865562
1318,Oluyole,Oyo,20_24,0.196804771,11553.37982
1319,Omala,Kogi,20_24,0.220483039,7101.990631
1320,Omumma,Rivers,20_24,0.197158607,5925.300781
1321,Ona-Ara,Oyo,20_24,0.211134577,42365.8689
1322,Ondo East,Ondo,20_24,0.204766705,9982.235443
1323,Ondo West,Ondo,20_24,0.201248477,15758.39679
1324,Onicha,Ebonyi,20_24,0.199878679,15468.60693
1325,Onitsha North,Anambra,20_24,0.194878543,24138.53711
1326,Onna,Akwa Ibom,20_24,0.187930451,4998.196777
1327,Oredo Edo,Edo,20_24,0.197309602,11789.36182
1328,Orelope,Oyo,20_24,0.233762893,6870.736755
1329,Orhionmw,Edo,20_24,0.194813921,15162.77231
1330,Ori-Ire,Oyo,20_24,0.208872084,13160.68048
1331,Oriade,Osun,20_24,0.198580203,11167.513
1332,Orlu,Imo,20_24,0.193811469,12542.76563
1333,Orolu,Osun,20_24,0.185617463,8672.867188
1334,Oron,Akwa Ibom,20_24,0.180403734,3159.605957
1335,Orsu,Imo,20_24,0.195150365,6558.507324
1336,Oru East,Imo,20_24,0.215498791,4344.165039
1337,Oru West,Imo,20_24,0.206428279,6018.878418
1338,Oruk-Ana,Akwa Ibom,20_24,0.188874917,15547.6991
1339,OrumbaNo,Anambra,20_24,0.193898527,13907.26025
1340,OrumbaSo,Anambra,20_24,0.192746929,9915.870117
1341,Ose,Ondo,20_24,0.214122801,8480.256042
1342,Oshimili North,Delta,20_24,0.199871703,10218.25922
1343,Oshimili South,Delta,20_24,0.193749326,19427.1398
1344,Osisioma Ngwa,Abia,20_24,0.183606211,22597.83643
1345,Oturkpo,Benue,20_24,0.228085685,18857.32724
1346,OviaNort,Edo,20_24,0.204007786,11480.27351
1347,OviaSouth-West,Edo,20_24,0.206906353,10188.48754
1348,Owan East,Edo,20_24,0.194291916,9164.85199
1349,OwanWest,Edo,20_24,0.194494602,5743.187012
1350,Owerri North,Imo,20_24,0.216919094,23255.11267
1351,Owerri West,Imo,20_24,0.216551882,14281.37842
1352,Owo,Ondo,20_24,0.224179981,14530.56474
1353,Oye,Ekiti,20_24,0.214735595,9490.138062
1354,Oyi,Anambra,20_24,0.198571715,6859.455566
1355,Oyigbo,Rivers,20_24,0.162517982,14915.83496
1356,Oyo East,Oyo,20_24,0.220328685,13352.34082
1357,Oyo West,Oyo,20_24,0.210265337,5538.681091
1358,Oyun,Kwara,20_24,0.219616094,3096.782196
1359,Paikoro,Niger,20_24,0.245265407,11758.33209
1360,Pankshin,Plateau,20_24,0.239729917,13010.26724
1361,Patani,Delta,20_24,0.225034028,2957.527222
1362,Pategi,Kwara,20_24,0.237860412,5844.52224
1363,Port Harcourt,Rivers,20_24,0.167818694,48996.36523
1364,Potiskum,Yobe,20_24,0.285399131,12228.12073
1365,Qua'anpa,Plateau,20_24,0.23465956,12282.99293
1366,Rabah,Sokoto,20_24,0.309679748,10155.65417
1367,Rafi,Niger,20_24,0.264450108,13425.50068
1368,Rano,Kano,20_24,0.293167795,8165.050415
1369,Remo-North,Ogun,20_24,0.175782285,5353.541992
1370,Rijau,Niger,20_24,0.263462451,10781.00631
1371,Rimi,Katsina,20_24,0.29701543,9881.107666
1372,RiminGad,Kano,20_24,0.289830662,7485.141113
1373,Ringim,Jigawa,20_24,0.294708759,14071.85095
1374,Riyom,Plateau,20_24,0.245220686,9073.520386
1375,Rogo,Kano,20_24,0.315408025,16157.49951
1376,Roni,Jigawa,20_24,0.303197956,2534.617065
1377,Sabon-Ga,Kaduna,20_24,0.301812291,28564.41406
1378,Sabon Birni,Sokoto,20_24,0.302053297,15346.45392
